indice_tiempo,region_de_destino,origen_viajeros,viajeros,observaciones
2018-01-01,Córdoba,Residentes,299440,""
2018-01-01,Córdoba,No residentes,10402,""
2018-01-01,Litoral,Residentes,261555,""
2018-01-01,Litoral,No residentes,38046,""
2018-01-01,Norte,Residentes,194445,""
2018-01-01,Norte,No residentes,22718,""
2018-01-01,Patagonia,Residentes,338617,""
2018-01-01,Patagonia,No residentes,129349,""
2018-02-01,Buenos Aires,Residentes,361940,""
2018-02-01,Buenos Aires,No residentes,2349,""
2018-02-01,CABA,Residentes,187539,""
2018-02-01,CABA,No residentes,179649,""
2018-02-01,Cuyo,Residentes,143403,""
2018-02-01,Cuyo,No residentes,28774,""
2018-02-01,Córdoba,Residentes,266601,""
2018-02-01,Córdoba,No residentes,9606,""
2018-02-01,Litoral,Residentes,242338,""
2018-02-01,Litoral,No residentes,34270,""
2018-02-01,Norte,Residentes,176996,""
2018-02-01,Norte,No residentes,20888,""
2018-02-01,Patagonia,Residentes,287847,""
2018-02-01,Patagonia,No residentes,119352,""
2018-03-01,Buenos Aires,Residentes,231893,""
2018-03-01,Buenos Aires,No residentes,1898,""
2018-03-01,CABA,Residentes,236740,""
2018-03-01,CABA,No residentes,205204,""
2018-03-01,Cuyo,Residentes,137563,""
2018-03-01,Cuyo,No residentes,29585,""
2018-03-01,Córdoba,Residentes,209927,""
2018-03-01,Córdoba,No residentes,9449,""
2018-03-01,Litoral,Residentes,231229,""
2018-03-01,Litoral,No residentes,30293,""
2018-03-01,Norte,Residentes,175010,""
2018-03-01,Norte,No residentes,23535,""
2018-03-01,Patagonia,Residentes,258305,""
2018-03-01,Patagonia,No residentes,93217,""
2018-04-01,Buenos Aires,Residentes,131208,""
2018-04-01,Buenos Aires,No residentes,1668,""
2018-04-01,CABA,Residentes,230893,""
2018-04-01,CABA,No residentes,183181,""
2018-04-01,Cuyo,Residentes,122260,""
2018-04-01,Cuyo,No residentes,30777,""
2018-04-01,Córdoba,Residentes,161766,""
2018-04-01,Córdoba,No residentes,9545,""
2018-04-01,Litoral,Residentes,214445,""
2018-04-01,Litoral,No residentes,28779,""
2018-04-01,Norte,Residentes,181743,""
2018-04-01,Norte,No residentes,24437,""
2018-04-01,Patagonia,Residentes,193415,""
2018-04-01,Patagonia,No residentes,48022,""
2018-05-01,Buenos Aires,Residentes,88077,""
2018-05-01,Buenos Aires,No residentes,1620,""
2018-05-01,CABA,Residentes,228683,""
2018-05-01,CABA,No residentes,166587,""
2018-05-01,Cuyo,Residentes,111876,""
2018-05-01,Cuyo,No residentes,23847,""
2018-05-01,Córdoba,Residentes,133540,""
2018-05-01,Córdoba,No residentes,9381,""
2018-05-01,Litoral,Residentes,210249,""
2018-05-01,Litoral,No residentes,22339,""
2018-05-01,Norte,Residentes,171312,""
2018-05-01,Norte,No residentes,17287,""
2018-05-01,Patagonia,Residentes,153334,""
2018-05-01,Patagonia,No residentes,25009,""
2018-06-01,Buenos Aires,Residentes,76711,""
2018-06-01,Buenos Aires,No residentes,1179,""
2018-06-01,CABA,Residentes,198341,""
2018-06-01,CABA,No residentes,146953,""
2018-06-01,Cuyo,Residentes,93738,""
2018-06-01,Cuyo,No residentes,19009,""
2018-06-01,Córdoba,Residentes,115871,""
2018-06-01,Córdoba,No residentes,7549,""
2018-06-01,Litoral,Residentes,205910,""
2018-06-01,Litoral,No residentes,22480,""
2018-06-01,Norte,Residentes,154448,""
2018-06-01,Norte,No residentes,12431,""
2018-06-01,Patagonia,Residentes,143164,""
2018-06-01,Patagonia,No residentes,25633,""
2018-07-01,Buenos Aires,Residentes,118328,""
2018-07-01,Buenos Aires,No residentes,1500,""
2018-07-01,CABA,Residentes,246511,""
2018-07-01,CABA,No residentes,172484,""
2018-07-01,Cuyo,Residentes,172858,""
2018-07-01,Cuyo,No residentes,27495,""
2018-07-01,Córdoba,Residentes,215218,""
2018-07-01,Córdoba,No residentes,10697,""
2018-07-01,Litoral,Residentes,268193,""
2018-07-01,Litoral,No residentes,29881,""
2018-07-01,Norte,Residentes,306992,""
2018-07-01,Norte,No residentes,16918,""
2018-07-01,Patagonia,Residentes,237379,""
2018-07-01,Patagonia,No residentes,49594,""
2018-08-01,Buenos Aires,Residentes,101955,""
2018-08-01,Buenos Aires,No residentes,1522,""
2018-08-01,CABA,Residentes,222806,""
2018-08-01,CABA,No residentes,167424,""
2018-08-01,Cuyo,Residentes,139074,""
2018-08-01,Cuyo,No residentes,22554,""
2018-08-01,Córdoba,Residentes,161153,""
2018-08-01,Córdoba,No residentes,7698,""
2018-08-01,Litoral,Residentes,248876,""
2018-08-01,Litoral,No residentes,28029,""
2018-08-01,Norte,Residentes,206198,""
2018-08-01,Norte,No residentes,18580,""
2018-08-01,Patagonia,Residentes,218914,""
2018-08-01,Patagonia,No residentes,45660,""
2018-09-01,Buenos Aires,Residentes,122479,""
2018-09-01,Buenos Aires,No residentes,1697,""
2018-09-01,CABA,Residentes,216324,""
2018-09-01,CABA,No residentes,187027,""
2018-09-01,Cuyo,Residentes,130038,""
2018-09-01,Cuyo,No residentes,30387,""
2018-09-01,Córdoba,Residentes,161423,""
2018-09-01,Córdoba,No residentes,9666,""
2018-09-01,Litoral,Residentes,230095,""
2018-09-01,Litoral,No residentes,31283,""
2018-09-01,Norte,Residentes,197809,""
2018-09-01,Norte,No residentes,19014,""
2018-09-01,Patagonia,Residentes,247953,""
2018-09-01,Patagonia,No residentes,55591,""
2018-10-01,Buenos Aires,Residentes,147613,""
2018-10-01,Buenos Aires,No residentes,1705,""
2018-10-01,CABA,Residentes,226208,""
2018-10-01,CABA,No residentes,215034,""
2018-10-01,Cuyo,Residentes,136195,""
2018-10-01,Cuyo,No residentes,35688,""
2018-10-01,Córdoba,Residentes,188073,""
2018-10-01,Córdoba,No residentes,8320,""
2018-10-01,Litoral,Residentes,235237,""
2018-10-01,Litoral,No residentes,33326,""
2018-10-01,Norte,Residentes,195851,""
2018-10-01,Norte,No residentes,22813,""
2018-10-01,Patagonia,Residentes,244602,""
2018-10-01,Patagonia,No residentes,80137,""
2018-11-01,Buenos Aires,Residentes,155256,""
2018-11-01,Buenos Aires,No residentes,2226,""
2018-11-01,CABA,Residentes,216069,""
2018-11-01,CABA,No residentes,232744,""
2018-11-01,Cuyo,Residentes,128654,""
2018-11-01,Cuyo,No residentes,35504,""
2018-11-01,Córdoba,Residentes,199233,""
2018-11-01,Córdoba,No residentes,7593,""
2018-11-01,Litoral,Residentes,232829,""
2018-11-01,Litoral,No residentes,38810,""
2018-11-01,Norte,Residentes,158832,""
2018-11-01,Norte,No residentes,29022,""
2018-11-01,Patagonia,Residentes,229519,""
2018-11-01,Patagonia,No residentes,119739,""
2018-12-01,Buenos Aires,Residentes,186937,""
2018-12-01,Buenos Aires,No residentes,2718,""
2018-12-01,CABA,Residentes,183299,""
2018-12-01,CABA,No residentes,214358,""
2018-12-01,Cuyo,Residentes,98490,""
2018-12-01,Cuyo,No residentes,29880,""
2018-12-01,Córdoba,Residentes,182488,""
2018-12-01,Córdoba,No residentes,6770,""
2018-12-01,Litoral,Residentes,203688,""
2018-12-01,Litoral,No residentes,36114,""
2018-12-01,Norte,Residentes,118473,""
2018-12-01,Norte,No residentes,21564,""
2018-12-01,Patagonia,Residentes,222452,""
2018-12-01,Patagonia,No residentes,133127,""
2019-01-01,Buenos Aires,Residentes,401299,""
2019-01-01,Buenos Aires,No residentes,4104,""
2019-01-01,CABA,Residentes,154357,""
2019-01-01,CABA,No residentes,218478,""
2019-01-01,Cuyo,Residentes,150481,""
2019-01-01,Cuyo,No residentes,33938,""
2019-01-01,Córdoba,Residentes,299783,""
2019-01-01,Córdoba,No residentes,9318,""
2019-01-01,Litoral,Residentes,217014,""
2019-01-01,Litoral,No residentes,48716,""
2019-01-01,Norte,Residentes,195042,""
2019-01-01,Norte,No residentes,27991,""
2019-01-01,Patagonia,Residentes,329946,""
2019-01-01,Patagonia,No residentes,160277,""
2019-02-01,Buenos Aires,Residentes,348537,""
2019-02-01,Buenos Aires,No residentes,3275,""
2019-02-01,CABA,Residentes,166469,""
2019-02-01,CABA,No residentes,189429,""
2019-02-01,Cuyo,Residentes,143594,""
2019-02-01,Cuyo,No residentes,31432,""
2019-02-01,Córdoba,Residentes,281072,""
2019-02-01,Córdoba,No residentes,7796,""
2019-02-01,Litoral,Residentes,206460,""
2019-02-01,Litoral,No residentes,36989,""
2019-02-01,Norte,Residentes,169199,""
2019-02-01,Norte,No residentes,24730,""
2019-02-01,Patagonia,Residentes,247551,""
2019-02-01,Patagonia,No residentes,131509,""
2019-03-01,Buenos Aires,Residentes,197338,""
2019-03-01,Buenos Aires,No residentes,2539,""
2019-03-01,CABA,Residentes,201616,""
2019-03-01,CABA,No residentes,218560,""
2019-03-01,Cuyo,Residentes,139270,""
2019-03-01,Cuyo,No residentes,34956,""
2019-03-01,Córdoba,Residentes,217682,""
2019-03-01,Córdoba,No residentes,8943,""
2019-03-01,Litoral,Residentes,213738,""
2019-03-01,Litoral,No residentes,41744,""
2019-03-01,Norte,Residentes,172598,""
2019-03-01,Norte,No residentes,29749,""
2019-03-01,Patagonia,Residentes,246625,""
2019-03-01,Patagonia,No residentes,119260,""
2019-04-01,Buenos Aires,Residentes,123627,""
2019-04-01,Buenos Aires,No residentes,2818,""
2019-04-01,CABA,Residentes,192937,""
2019-04-01,CABA,No residentes,188827,""
2019-04-01,Cuyo,Residentes,120316,""
2019-04-01,Cuyo,No residentes,32785,""
2019-04-01,Córdoba,Residentes,177425,""
2019-04-01,Córdoba,No residentes,10260,""
2019-04-01,Litoral,Residentes,196515,""
2019-04-01,Litoral,No residentes,37676,""
2019-04-01,Norte,Residentes,171628,""
2019-04-01,Norte,No residentes,26422,""
2019-04-01,Patagonia,Residentes,197948,""
2019-04-01,Patagonia,No residentes,70560,""
2019-05-01,Buenos Aires,Residentes,74470,""
2019-05-01,Buenos Aires,No residentes,1864,""
2019-05-01,CABA,Residentes,197467,""
2019-05-01,CABA,No residentes,179857,""
2019-05-01,Cuyo,Residentes,119692,""
2019-05-01,Cuyo,No residentes,25895,""
2019-05-01,Córdoba,Residentes,141907,""
2019-05-01,Córdoba,No residentes,7376,""
2019-05-01,Litoral,Residentes,198078,""
2019-05-01,Litoral,No residentes,28496,""
2019-05-01,Norte,Residentes,179065,""
2019-05-01,Norte,No residentes,20426,""
2019-05-01,Patagonia,Residentes,162987,""
2019-05-01,Patagonia,No residentes,38084,""
2019-06-01,Buenos Aires,Residentes,76716,""
2019-06-01,Buenos Aires,No residentes,1357,""
2019-06-01,CABA,Residentes,193126,""
2019-06-01,CABA,No residentes,167132,""
2019-06-01,Cuyo,Residentes,122344,""
2019-06-01,Cuyo,No residentes,20993,""
2019-06-01,Córdoba,Residentes,141042,""
2019-06-01,Córdoba,No residentes,7772,""
2019-06-01,Litoral,Residentes,188038,""
2019-06-01,Litoral,No residentes,33973,""
2019-06-01,Norte,Residentes,183142,""
2019-06-01,Norte,No residentes,15456,""
2019-06-01,Patagonia,Residentes,179867,""
2019-06-01,Patagonia,No residentes,40304,""
2019-07-01,Buenos Aires,Residentes,114704,""
2019-07-01,Buenos Aires,No residentes,1896,""
2019-07-01,CABA,Residentes,249774,""
2019-07-01,CABA,No residentes,198761,""
2019-07-01,Cuyo,Residentes,201542,""
2019-07-01,Cuyo,No residentes,27197,""
2019-07-01,Córdoba,Residentes,236305,""
2019-07-01,Córdoba,No residentes,7819,""
2019-07-01,Litoral,Residentes,237596,""
2019-07-01,Litoral,No residentes,34973,""
2019-07-01,Norte,Residentes,335707,""
2019-07-01,Norte,No residentes,20451,""
2019-07-01,Patagonia,Residentes,274433,""
2019-07-01,Patagonia,No residentes,77271,""
2019-08-01,Buenos Aires,Residentes,102445,""
2019-08-01,Buenos Aires,No residentes,1613,""
2019-08-01,CABA,Residentes,203324,""
2019-08-01,CABA,No residentes,179786,""
2019-08-01,Cuyo,Residentes,143989,""
2019-08-01,Cuyo,No residentes,25182,""
2019-08-01,Córdoba,Residentes,169415,""
2019-08-01,Córdoba,No residentes,6189,""
2019-08-01,Litoral,Residentes,206730,""
2019-08-01,Litoral,No residentes,32846,""
2019-08-01,Norte,Residentes,214592,""
2019-08-01,Norte,No residentes,21055,""
2019-08-01,Patagonia,Residentes,269340,""
2019-08-01,Patagonia,No residentes,66246,""
2019-09-01,Buenos Aires,Residentes,103630,""
2019-09-01,Buenos Aires,No residentes,1901,""
2019-09-01,CABA,Residentes,201304,""
2019-09-01,CABA,No residentes,186108,""
2019-09-01,Cuyo,Residentes,142695,""
2019-09-01,Cuyo,No residentes,28176,""
2019-09-01,Córdoba,Residentes,179868,""
2019-09-01,Córdoba,No residentes,6816,""
2019-09-01,Litoral,Residentes,212012,""
2019-09-01,Litoral,No residentes,35307,""
2019-09-01,Norte,Residentes,214425,""
2019-09-01,Norte,No residentes,20344,""
2019-09-01,Patagonia,Residentes,264538,""
2019-09-01,Patagonia,No residentes,69008,""
2019-10-01,Buenos Aires,Residentes,138019,""
2019-10-01,Buenos Aires,No residentes,1904,""
2019-10-01,CABA,Residentes,217467,""
2019-10-01,CABA,No residentes,216623,""
2019-10-01,Cuyo,Residentes,153194,""
2019-10-01,Cuyo,No residentes,38780,""
2019-10-01,Córdoba,Residentes,203386,""
2019-10-01,Córdoba,No residentes,7483,""
2019-10-01,Litoral,Residentes,205926,""
2019-10-01,Litoral,No residentes,37786,""
2019-10-01,Norte,Residentes,189912,""
2019-10-01,Norte,No residentes,26464,""
2019-10-01,Patagonia,Residentes,248921,""
2019-10-01,Patagonia,No residentes,89429,""
2019-11-01,Buenos Aires,Residentes,182971,""
2019-11-01,Buenos Aires,No residentes,4175,""
2019-11-01,CABA,Residentes,208132,""
2019-11-01,CABA,No residentes,236638,""
2019-11-01,Cuyo,Residentes,145191,""
2019-11-01,Cuyo,No residentes,43708,""
2019-11-01,Córdoba,Residentes,207485,""
2019-11-01,Córdoba,No residentes,8410,""
2019-11-01,Litoral,Residentes,215898,""
2019-11-01,Litoral,No residentes,42832,""
2019-11-01,Norte,Residentes,174424,""
2019-11-01,Norte,No residentes,31611,""
2019-11-01,Patagonia,Residentes,238986,""
2019-11-01,Patagonia,No residentes,136152,""
2019-12-01,Buenos Aires,Residentes,201852,""
2019-12-01,Buenos Aires,No residentes,5167,""
2019-12-01,CABA,Residentes,182657,""
2019-12-01,CABA,No residentes,237450,""
2019-12-01,Cuyo,Residentes,114905,""
2019-12-01,Cuyo,No residentes,29379,""
2019-12-01,Córdoba,Residentes,196457,""
2019-12-01,Córdoba,No residentes,6119,""
2019-12-01,Litoral,Residentes,188912,""
2019-12-01,Litoral,No residentes,46146,""
2019-12-01,Norte,Residentes,124678,""
2019-12-01,Norte,No residentes,23355,""
2019-12-01,Patagonia,Residentes,233379,""
2019-12-01,Patagonia,No residentes,138070,""
2020-01-01,Buenos Aires,Residentes,375466,""
2020-01-01,Buenos Aires,No residentes,5043,""
2020-01-01,CABA,Residentes,146436,""
2020-01-01,CABA,No residentes,211932,""
2020-01-01,Cuyo,Residentes,151407,""
2020-01-01,Cuyo,No residentes,31211,""
2020-01-01,Córdoba,Residentes,310944,""
2020-01-01,Córdoba,No residentes,6675,""
2020-01-01,Litoral,Residentes,206392,""
2020-01-01,Litoral,No residentes,52023,""
2020-01-01,Norte,Residentes,178927,""
2020-01-01,Norte,No residentes,30157,""
2020-01-01,Patagonia,Residentes,349564,""
2020-01-01,Patagonia,No residentes,147405,""
2020-02-01,Buenos Aires,Residentes,322851,""
2020-02-01,Buenos Aires,No residentes,2409,""
2020-02-01,CABA,Residentes,150608,""
2020-02-01,CABA,No residentes,207001,""
2020-02-01,Cuyo,Residentes,142160,""
2020-02-01,Cuyo,No residentes,28249,""
2020-02-01,Córdoba,Residentes,282813,""
2020-02-01,Córdoba,No residentes,6562,""
2020-02-01,Litoral,Residentes,209226,""
2020-02-01,Litoral,No residentes,46652,""
2020-02-01,Norte,Residentes,183598,""
2020-02-01,Norte,No residentes,27430,""
2020-02-01,Patagonia,Residentes,291307,""
2020-02-01,Patagonia,No residentes,140131,""
2020-03-01,Buenos Aires,Residentes,93260,""
2020-03-01,Buenos Aires,No residentes,601,""
2020-03-01,CABA,Residentes,83807,""
2020-03-01,CABA,No residentes,122919,""
2020-03-01,Cuyo,Residentes,69300,""
2020-03-01,Cuyo,No residentes,13466,""
2020-03-01,Córdoba,Residentes,95430,""
2020-03-01,Córdoba,No residentes,2345,""
2020-03-01,Litoral,Residentes,97460,""
2020-03-01,Litoral,No residentes,16938,""
2020-03-01,Norte,Residentes,69070,""
2020-03-01,Norte,No residentes,10232,""
2020-03-01,Patagonia,Residentes,135918,""
2020-03-01,Patagonia,No residentes,48573,""
2020-04-01,Buenos Aires,Residentes,0,Emergencia sanitaria. La actividad de los establecimientos hoteleras estuvo limitada según la resolución n° 131/202 dispuesta por el Ministerio de Turismo y Deportes de la Nación.
2020-04-01,Buenos Aires,No residentes,0,Emergencia sanitaria. La actividad de los establecimientos hoteleras estuvo limitada según la resolución n° 131/202 dispuesta por el Ministerio de Turismo y Deportes de la Nación.
2020-04-01,CABA,Residentes,0,Emergencia sanitaria. La actividad de los establecimientos hoteleras estuvo limitada según la resolución n° 131/202 dispuesta por el Ministerio de Turismo y Deportes de la Nación.
2020-04-01,CABA,No residentes,0,Emergencia sanitaria. La actividad de los establecimientos hoteleras estuvo limitada según la resolución n° 131/202 dispuesta por el Ministerio de Turismo y Deportes de la Nación.
2020-04-01,Cuyo,Residentes,0,Emergencia sanitaria. La actividad de los establecimientos hoteleras estuvo limitada según la resolución n° 131/202 dispuesta por el Ministerio de Turismo y Deportes de la Nación.
2020-04-01,Cuyo,No residentes,0,Emergencia sanitaria. La actividad de los establecimientos hoteleras estuvo limitada según la resolución n° 131/202 dispuesta por el Ministerio de Turismo y Deportes de la Nación.
2020-04-01,Córdoba,Residentes,0,Emergencia sanitaria. La actividad de los establecimientos hoteleras estuvo limitada según la resolución n° 131/202 dispuesta por el Ministerio de Turismo y Deportes de la Nación.
2020-04-01,Córdoba,No residentes,0,Emergencia sanitaria. La actividad de los establecimientos hoteleras estuvo limitada según la resolución n° 131/202 dispuesta por el Ministerio de Turismo y Deportes de la Nación.
2020-04-01,Litoral,Residentes,0,Emergencia sanitaria. La actividad de los establecimientos hoteleras estuvo limitada según la resolución n° 131/202 dispuesta por el Ministerio de Turismo y Deportes de la Nación.
2020-04-01,Litoral,No residentes,0,Emergencia sanitaria. La actividad de los establecimientos hoteleras estuvo limitada según la resolución n° 131/202 dispuesta por el Ministerio de Turismo y Deportes de la Nación.
2020-04-01,Norte,Residentes,0,Emergencia sanitaria. La actividad de los establecimientos hoteleras estuvo limitada según la resolución n° 131/202 dispuesta por el Ministerio de Turismo y Deportes de la Nación.
2020-04-01,Norte,No residentes,0,Emergencia sanitaria. La actividad de los establecimientos hoteleras estuvo limitada según la resolución n° 131/202 dispuesta por el Ministerio de Turismo y Deportes de la Nación.
2020-04-01,Patagonia,Residentes,0,Emergencia sanitaria. La actividad de los establecimientos hoteleras estuvo limitada según la resolución n° 131/202 dispuesta por el Ministerio de Turismo y Deportes de la Nación.
2020-04-01,Patagonia,No residentes,0,Emergencia sanitaria. La actividad de los establecimientos hoteleras estuvo limitada según la resolución n° 131/202 dispuesta por el Ministerio de Turismo y Deportes de la Nación.
2020-05-01,Buenos Aires,Residentes,0,"Emergencia sanitaria. Hacia finales del mes de mayo 2020, la provincia de Jujuy habilitó el turismo interno pero debido a la insuficiencia de datos, los resultados no se publicaron y las estimaciones a nivel regional y nacional se presentaron en cero."
2020-05-01,Buenos Aires,No residentes,0,"Emergencia sanitaria. Hacia finales del mes de mayo 2020, la provincia de Jujuy habilitó el turismo interno pero debido a la insuficiencia de datos, los resultados no se publicaron y las estimaciones a nivel regional y nacional se presentaron en cero."
2020-05-01,CABA,Residentes,0,"Emergencia sanitaria. Hacia finales del mes de mayo 2020, la provincia de Jujuy habilitó el turismo interno pero debido a la insuficiencia de datos, los resultados no se publicaron y las estimaciones a nivel regional y nacional se presentaron en cero."
2020-05-01,CABA,No residentes,0,"Emergencia sanitaria. Hacia finales del mes de mayo 2020, la provincia de Jujuy habilitó el turismo interno pero debido a la insuficiencia de datos, los resultados no se publicaron y las estimaciones a nivel regional y nacional se presentaron en cero."
2020-05-01,Cuyo,Residentes,0,"Emergencia sanitaria. Hacia finales del mes de mayo 2020, la provincia de Jujuy habilitó el turismo interno pero debido a la insuficiencia de datos, los resultados no se publicaron y las estimaciones a nivel regional y nacional se presentaron en cero."
2020-05-01,Cuyo,No residentes,0,"Emergencia sanitaria. Hacia finales del mes de mayo 2020, la provincia de Jujuy habilitó el turismo interno pero debido a la insuficiencia de datos, los resultados no se publicaron y las estimaciones a nivel regional y nacional se presentaron en cero."
2020-05-01,Córdoba,Residentes,0,"Emergencia sanitaria. Hacia finales del mes de mayo 2020, la provincia de Jujuy habilitó el turismo interno pero debido a la insuficiencia de datos, los resultados no se publicaron y las estimaciones a nivel regional y nacional se presentaron en cero."
2020-05-01,Córdoba,No residentes,0,"Emergencia sanitaria. Hacia finales del mes de mayo 2020, la provincia de Jujuy habilitó el turismo interno pero debido a la insuficiencia de datos, los resultados no se publicaron y las estimaciones a nivel regional y nacional se presentaron en cero."
2020-05-01,Litoral,Residentes,0,"Emergencia sanitaria. Hacia finales del mes de mayo 2020, la provincia de Jujuy habilitó el turismo interno pero debido a la insuficiencia de datos, los resultados no se publicaron y las estimaciones a nivel regional y nacional se presentaron en cero."
2020-05-01,Litoral,No residentes,0,"Emergencia sanitaria. Hacia finales del mes de mayo 2020, la provincia de Jujuy habilitó el turismo interno pero debido a la insuficiencia de datos, los resultados no se publicaron y las estimaciones a nivel regional y nacional se presentaron en cero."
2020-05-01,Norte,Residentes,0,"Emergencia sanitaria. Hacia finales del mes de mayo 2020, la provincia de Jujuy habilitó el turismo interno pero debido a la insuficiencia de datos, los resultados no se publicaron y las estimaciones a nivel regional y nacional se presentaron en cero."
2020-05-01,Norte,No residentes,0,"Emergencia sanitaria. Hacia finales del mes de mayo 2020, la provincia de Jujuy habilitó el turismo interno pero debido a la insuficiencia de datos, los resultados no se publicaron y las estimaciones a nivel regional y nacional se presentaron en cero."
2020-05-01,Patagonia,Residentes,0,"Emergencia sanitaria. Hacia finales del mes de mayo 2020, la provincia de Jujuy habilitó el turismo interno pero debido a la insuficiencia de datos, los resultados no se publicaron y las estimaciones a nivel regional y nacional se presentaron en cero."
2020-05-01,Patagonia,No residentes,0,"Emergencia sanitaria. Hacia finales del mes de mayo 2020, la provincia de Jujuy habilitó el turismo interno pero debido a la insuficiencia de datos, los resultados no se publicaron y las estimaciones a nivel regional y nacional se presentaron en cero."
2020-06-01,Buenos Aires,Residentes,,Emergencia sanitaria. La información a nivel regional no se difundió debido a que no alcanza el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-06-01,Buenos Aires,No residentes,,Emergencia sanitaria. La información a nivel regional no se difundió debido a que no alcanza el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-06-01,CABA,Residentes,,Emergencia sanitaria. La información a nivel regional no se difundió debido a que no alcanza el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-06-01,CABA,No residentes,,Emergencia sanitaria. La información a nivel regional no se difundió debido a que no alcanza el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-06-01,Cuyo,Residentes,,Emergencia sanitaria. La información a nivel regional no se difundió debido a que no alcanza el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-06-01,Cuyo,No residentes,,Emergencia sanitaria. La información a nivel regional no se difundió debido a que no alcanza el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-06-01,Córdoba,Residentes,,Emergencia sanitaria. La información a nivel regional no se difundió debido a que no alcanza el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-06-01,Córdoba,No residentes,,Emergencia sanitaria. La información a nivel regional no se difundió debido a que no alcanza el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-06-01,Litoral,Residentes,,Emergencia sanitaria. La información a nivel regional no se difundió debido a que no alcanza el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-06-01,Litoral,No residentes,,Emergencia sanitaria. La información a nivel regional no se difundió debido a que no alcanza el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-06-01,Norte,Residentes,,Emergencia sanitaria. La información a nivel regional no se difundió debido a que no alcanza el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-06-01,Norte,No residentes,,Emergencia sanitaria. La información a nivel regional no se difundió debido a que no alcanza el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-06-01,Patagonia,Residentes,,Emergencia sanitaria. La información a nivel regional no se difundió debido a que no alcanza el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-06-01,Patagonia,No residentes,,Emergencia sanitaria. La información a nivel regional no se difundió debido a que no alcanza el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-07-01,Buenos Aires,Residentes,,Emergencia sanitaria. La información a nivel regional no se difundió debido a que no alcanza el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-07-01,Buenos Aires,No residentes,,Emergencia sanitaria. La información a nivel regional no se difundió debido a que no alcanza el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-07-01,CABA,Residentes,,Emergencia sanitaria. La información a nivel regional no se difundió debido a que no alcanza el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-07-01,CABA,No residentes,,Emergencia sanitaria. La información a nivel regional no se difundió debido a que no alcanza el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-07-01,Cuyo,Residentes,,Emergencia sanitaria. La información a nivel regional no se difundió debido a que no alcanza el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-07-01,Cuyo,No residentes,,Emergencia sanitaria. La información a nivel regional no se difundió debido a que no alcanza el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-07-01,Córdoba,Residentes,,Emergencia sanitaria. La información a nivel regional no se difundió debido a que no alcanza el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-07-01,Córdoba,No residentes,,Emergencia sanitaria. La información a nivel regional no se difundió debido a que no alcanza el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-07-01,Litoral,Residentes,,Emergencia sanitaria. La información a nivel regional no se difundió debido a que no alcanza el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-07-01,Litoral,No residentes,,Emergencia sanitaria. La información a nivel regional no se difundió debido a que no alcanza el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-07-01,Norte,Residentes,,Emergencia sanitaria. La información a nivel regional no se difundió debido a que no alcanza el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
2020-07-01,Norte,No residentes,,Emergencia sanitaria. La información a nivel regional no se difundió debido a que no alcanza el estándar de calidad mínimo requerido para su publicación como consecuencia de las restricciones en la actividad hotelera.
